Genome	D300242.digesta_deep Covered Bases	D300243.digesta_deep Covered Bases	D300244.digesta_deep Covered Bases	D300245.digesta_deep Covered Bases	D300246.digesta_deep Covered Bases	D300247.digesta_deep Covered Bases	D300248.digesta_deep Covered Bases	D300249.digesta_deep Covered Bases	D300250.digesta_deep Covered Bases	D300251.digesta_deep Covered Bases	D300252.digesta_deep Covered Bases	D300253.digesta_deep Covered Bases	D300254.digesta_deep Covered Bases	D300255.digesta_deep Covered Bases	D300256.digesta_deep Covered Bases	D300257.digesta_deep Covered Bases	D300258.digesta_deep Covered Bases	D300259.digesta_deep Covered Bases	D300260.digesta_deep Covered Bases	D300261.digesta_deep Covered Bases	D300262.digesta_deep Covered Bases	D300263.digesta_deep Covered Bases	D300264.digesta_deep Covered Bases	D300265.digesta_deep Covered Bases	D300271.faeces_shallow Covered Bases	D300272.faeces_shallow Covered Bases	D300273.faeces_shallow Covered Bases	D300274.faeces_shallow Covered Bases	D300275.faeces_shallow Covered Bases	D300276.faeces_shallow Covered Bases	D300277.faeces_shallow Covered Bases	D300278.faeces_shallow Covered Bases	D300279.faeces_shallow Covered Bases	D300280.faeces_shallow Covered Bases	D300281.faeces_shallow Covered Bases	D300282.faeces_shallow Covered Bases	D300283.faeces_shallow Covered Bases	D300284.faeces_shallow Covered Bases	D300285.faeces_shallow Covered Bases	D300286.faeces_shallow Covered Bases	D300287.faeces_shallow Covered Bases	D300288.faeces_shallow Covered Bases	D300289.faeces_shallow Covered Bases	D300290.faeces_shallow Covered Bases	D300291.faeces_shallow Covered Bases	D300292.faeces_shallow Covered Bases	D300293.faeces_shallow Covered Bases	D300294.faeces_shallow Covered Bases	D300295.faeces_shallow Covered Bases	D300296.faeces_shallow Covered Bases	D300297.faeces_shallow Covered Bases	D300298.faeces_shallow Covered Bases	D300299.faeces_shallow Covered Bases	D300300.faeces_shallow Covered Bases	D300301.faeces_shallow Covered Bases	D300302.faeces_shallow Covered Bases	D300303.faeces_shallow Covered Bases	D300304.faeces_shallow Covered Bases	D300305.faeces_shallow Covered Bases	D300306.faeces_shallow Covered Bases	D300307.faeces_shallow Covered Bases	D300308.faeces_shallow Covered Bases	D300309.faeces_shallow Covered Bases	D300310.faeces_shallow Covered Bases	D300311.faeces_shallow Covered Bases	D300312.faeces_shallow Covered Bases	D300313.faeces_shallow Covered Bases	D300314.faeces_shallow Covered Bases	D300315.faeces_shallow Covered Bases	D300316.faeces_shallow Covered Bases	D300317.faeces_shallow Covered Bases	D300318.faeces_shallow Covered Bases	D300319.faeces_shallow Covered Bases	D300320.faeces_shallow Covered Bases	D300321.faeces_shallow Covered Bases	D300322.faeces_shallow Covered Bases	D300323.faeces_shallow Covered Bases	D300324.faeces_shallow Covered Bases	D300325.faeces_shallow Covered Bases	D300326.faeces_shallow Covered Bases	D300327.faeces_shallow Covered Bases	D300328.faeces_shallow Covered Bases	D300329.faeces_shallow Covered Bases	D300330.faeces_shallow Covered Bases	D300331.faeces_shallow Covered Bases	D300332.faeces_shallow Covered Bases	D300333.faeces_shallow Covered Bases	D300334.faeces_shallow Covered Bases	D300335.faeces_shallow Covered Bases	D300336.faeces_shallow Covered Bases	D300337.faeces_shallow Covered Bases	D300338.faeces_shallow Covered Bases	D300339.faeces_shallow Covered Bases	D300340.faeces_shallow Covered Bases	D300341.faeces_shallow Covered Bases	D300342.faeces_shallow Covered Bases	D300343.faeces_shallow Covered Bases	D300344.faeces_shallow Covered Bases	D300345.faeces_shallow Covered Bases	D300346.faeces_shallow Covered Bases	D300347.faeces_shallow Covered Bases	D300348.faeces_shallow Covered Bases	D300349.faeces_shallow Covered Bases	D300350.faeces_shallow Covered Bases	D300351.faeces_shallow Covered Bases	D300352.faeces_shallow Covered Bases	D300353.faeces_shallow Covered Bases	D300354.faeces_shallow Covered Bases	D300355.faeces_shallow Covered Bases	D300356.faeces_shallow Covered Bases	D300357.faeces_shallow Covered Bases	D300358.faeces_shallow Covered Bases	D300359.faeces_shallow Covered Bases	D300360.faeces_shallow Covered Bases	D300361.faeces_shallow Covered Bases	D300362.faeces_shallow Covered Bases	D300363.faeces_shallow Covered Bases	D300364.faeces_shallow Covered Bases	D300365.faeces_shallow Covered Bases	D300366.faeces_shallow Covered Bases	D300367.faeces_shallow Covered Bases	D300368.faeces_shallow Covered Bases	D300369.faeces_shallow Covered Bases	D300370.faeces_shallow Covered Bases	D300371.faeces_shallow Covered Bases	D300372.faeces_shallow Covered Bases	D300373.faeces_shallow Covered Bases	D300374.faeces_shallow Covered Bases	D300375.faeces_shallow Covered Bases	D300376.faeces_shallow Covered Bases	D300377.faeces_shallow Covered Bases	D300378.faeces_shallow Covered Bases	D300379.faeces_shallow Covered Bases	D300380.faeces_shallow Covered Bases	D300381.faeces_shallow Covered Bases	D300382.faeces_shallow Covered Bases	D300383.faeces_shallow Covered Bases	D300384.faeces_shallow Covered Bases	D300385.faeces_shallow Covered Bases	D300386.faeces_shallow Covered Bases	D300387.faeces_shallow Covered Bases	D300388.faeces_shallow Covered Bases	D300389.faeces_shallow Covered Bases	D300390.faeces_shallow Covered Bases	D300391.faeces_shallow Covered Bases	D300392.faeces_shallow Covered Bases	D300393.faeces_shallow Covered Bases
TJ2:bin_000162	429176	67373	608253	511346	748844	288210	435597	349572	747402	481699	313199	926775	477208	383203	530141	514762	309628	669777	695691	570989	435295	334424	66077	588353	608972	78	56371	76	194949	0	308	11690	57378	133775	35196	22665	46613	29255	95968	11837	9986	0	593	7642	51733	148651	18174	11729	81405	50850	246605	132457	158602	38216	260920	28348	78267	113573	64034	53708	76099	35058	175492	45423	38411	169470	31944	36889	29983	10349	29379	24560	56530	45796	119952	11866	32725	25201	54267	18167	64656	56603	49603	21522	42438	45697	87110	19437	58151	31617	38047	17018	106029	19846	23014	105478	217664	37779	37677	162299	33034	21450	30924	19619	26337	30523	75507	65440	17682	13323	16181	35268	1044	91150	34843	29154	21109	65220	32326	55118	9198	15791	59921	32442	63868	27580	44617	40604	13493	39794	90942	19625	24848	22083	32765	27997	10606	67458	12642	24869	22191	33234	50678	22160	6838	0	0
TJ2:bin_000163	545117	932574	871500	493310	684823	737650	820947	320397	484665	953172	1387254	1079626	555979	730281	946212	399387	574394	1152269	1068743	718278	961285	674001	35183	842470	970131	0	5816	0	36146	0	9509	1604	244594	7029	2674	4351	231804	291851	110905	4933	234778	6661	13136	1688	208818	140163	779205	50638	41959	46504	12265	153386	22900	124956	65490	31068	490762	82968	232736	458697	294983	156347	182666	90036	80801	81681	164226	38558	148747	12442	137687	96502	111432	15199	5964	316871	143415	38054	139657	154898	184177	159153	140262	60862	215083	141709	157854	60409	111249	136622	111456	55498	176509	115260	68860	52506	3316	69981	108739	5633	80070	71681	214899	64706	18772	53917	149123	24074	152242	36773	143950	255379	10375	164998	125633	465837	134714	112953	72874	88770	53941	22538	160464	310847	105914	232841	90371	136868	82009	146541	233986	186375	71430	95272	45859	59041	91388	122588	17335	58172	148136	155395	79235	66443	79584	750	247
TJ2:bin_000164	6420	118464	431156	758116	456333	52354	114799	61348	137246	149336	110570	293640	971346	683096	1074155	55896	3363	617770	635442	7064	110718	19002	6566	505901	65282	0	382	0	773	0	451	0	158050	0	642	93	4306	8999	29640	0	5838	794	1146	2678	1601	83485	195	658	14616	296	154	0	150	13860	99350	465	12894	416	23494	5179	19017	6485	21155	44997	4065	567112	8158	148732	677	3254	11236	2573	5085	491	5166	1597	28352	971	450	177464	1766	15500	12376	191	7739	647	2138	2598	14322	13680	22026	8286	388	826	8613	258	84	309	16040	26714	24800	45777	305	93748	5809	22621	50653	861	15180	441	2176	1490	1097	12009	300	14565	313	7409	4101	3882	178623	5741	803	0	2560	3061	10404	38579	11609	59476	15604	7290	2213	1489	58075	3800	1463	14602	7354	2549	16323	12173	0	66704	664	0	0
TJ2:bin_000166	1269358	1956610	993512	824882	679825	993653	1256231	1718698	1093581	1445828	729384	982838	1486143	1382133	1441083	541210	785901	631302	783416	1549963	1543448	566429	375309	1036500	734196	0	107728	0	300	0	2020	155108	143173	120105	8354	3007	43567	81763	161012	25100	95269	64904	10297	65217	84795	132837	56551	163797	17638	28360	11856	162537	63049	537719	203767	36408	407522	11699	214265	165777	247432	179071	115452	46886	185022	204126	174151	395756	187497	53858	32693	369290	152035	1801	8663	18189	163707	71580	251971	84834	65572	218348	150664	78667	138252	239609	221485	152178	87842	81216	162367	97508	233906	62199	107953	18502	159369	34739	53766	153211	168287	83026	34603	160040	52790	163467	213781	411	333902	17256	55590	194126	18622	270674	192420	82561	137275	235101	93270	45202	27885	113374	184542	64934	114728	140117	169276	103353	147888	84807	90487	43933	146928	98017	198972	58129	213073	35939	111406	163258	74576	92869	38837	111220	11533	208	150
TJ2:bin_000167	1539792	294328	266272	666987	1675595	228417	595736	769130	1187651	1547017	893935	1547217	211006	293509	915079	81887	1458797	415346	780555	959553	1950234	208590	63194	1548440	1248946	0	1236	0	482	0	2269	618	97290	1688	2485	1922	14197	403529	38181	1104	14937	1412	1451	2202	5203	30108	5166	2107	3447	11731	1605	220673	4308	10792	3310	2660	714268	1672	219174	264412	88120	256644	14762	67020	34544	25995	439910	7327	4105	2076	21003	574140	24414	864	5110	3135	29217	57068	79959	37436	158510	8282	46436	42411	68913	34418	148064	19831	132034	70791	26708	77077	427715	769	37828	1116	1802	21108	5202	4580	59770	52490	3061	65006	3258	43432	93362	388	65020	10769	5126	365501	5711	697433	110164	3191	143216	73482	13388	5031	4988	16668	114564	74828	111745	68369	10437	125615	27263	7016	16100	4478	68201	41791	2342	5440	45383	27453	99996	34419	12292	59263	20190	21305	1504	150	231
TJ2:bin_000168	940298	547754	897461	261829	1142013	889546	431179	410488	665531	1142107	583874	952804	619358	734610	1033045	949568	849255	464924	677965	872760	225292	437131	175689	764212	1100462	0	1098	0	28493	0	40634	1664	156076	1143	4559	1777	39478	79720	126644	1443	348895	18996	2071	3478	5211	120984	3004	2318	3741	830	1295	62089	10530	14979	1118	343584	74803	206691	114620	4315	69165	244562	319903	183521	149670	477772	116787	58886	4818	4872	54128	17816	261778	2309	986	131613	126555	200786	206316	413186	55900	143222	116585	39576	139676	153652	47314	17387	380325	136034	56229	66758	383439	2794	188289	907	1716	245060	65231	5739	12106	69384	245278	72535	22514	53147	186040	5112	9897	6372	38428	84659	11162	136833	96531	2184	22877	100206	13998	336151	86781	22737	141989	93615	133062	200209	222039	119918	95910	77032	353983	188923	15176	72196	1883	21509	182850	40465	68462	49450	119455	23212	62063	110825	2448	425	0
TJ2:bin_000173	167714	1384063	1544393	1820663	2759403	843982	1493659	719939	1994695	2338953	1742548	2176435	2103529	246124	2081105	1492098	2272711	1419823	1216604	2820897	477771	1735388	164079	2264485	1882385	0	43076	0	498	0	4274	1368	731157	6865	1790	2646	225659	385247	356884	3241	44289	14466	1843	2821	6130	208697	153180	7070	98226	54396	3382	468175	13836	32568	14203	2889	916466	8724	203372	697965	20502	304756	82928	49005	487734	45730	234322	15997	7556	13534	7204	214290	285906	2266	8540	15160	95676	20632	215297	72814	300255	5062	60824	264898	660673	400724	22767	27836	182071	368317	127289	198469	37475	15014	49511	7712	2506	236795	8013	42312	204440	199886	118296	245072	8111	159574	41812	1455	93394	45302	48692	288827	13570	909231	30662	32053	53273	538527	6467	7020	16241	124340	76565	164452	274591	339743	360387	349609	140826	64286	185669	12981	154177	95751	9964	207920	14687	83931	130440	207937	40143	701823	282626	170759	6120	0	0
TJ2:bin_000175	794739	99669	178289	37086	391721	717424	45996	60840	95371	770120	121022	308125	90692	82986	688062	43053	345503	131585	203637	429654	84546	48399	27659	463614	303205	0	3604	0	1164	0	1917	924	31151	0	1426	2310	2620	23227	4304	1194	27267	3240	3015	3226	5961	3690	864	5398	5521	7540	2414	10566	5625	21805	2797	5690	16545	3279	12904	9823	7501	45507	9055	9136	10530	7116	63308	7215	8688	4966	3206	22879	13529	1246	2369	2504	5364	10457	6046	7037	16910	8092	11601	8055	16538	8287	12427	3633	207812	33886	8630	6673	8687	2399	6634	1308	722	6788	4254	6955	3950	25877	3693	27128	6344	4254	9382	3179	19859	883	5127	30834	3138	57283	57590	2509	6268	11518	5290	6963	4043	6750	12282	2127	6736	10104	8282	52577	5511	15957	5174	5756	4796	7989	5407	9679	3631	7560	13939	6545	22936	8213	1925	5601	3079	0	0
TJ2:bin_000177	1962857	2069032	2608190	1951206	1511816	2101241	2213863	1906751	1068501	441722	2187596	625493	1870456	2021061	1847841	1589110	1535592	698096	209776	1323376	1247824	2025129	1177351	1513572	676683	0	56143	0	54167	0	94012	32069	64843	20414	57771	49550	16723	42010	25771	83363	63653	191795	73990	62936	70435	99344	32316	335700	176409	105579	67635	78118	76696	75551	77266	55716	317246	80265	202247	86948	154240	148872	133658	337080	182293	314774	93285	107054	134809	53891	137751	110577	78945	407990	90175	152155	257756	221531	164805	357665	65257	106345	194561	139942	64514	129542	247598	67303	618412	85023	101181	89722	107117	67344	200172	109052	75056	116884	142372	79991	131146	93193	35746	167922	187485	95546	168311	76527	150558	10557	174761	42132	133477	209519	194455	133391	178025	107873	161662	89862	103539	100140	57716	16326	92524	87828	47750	78891	144811	74115	103929	136482	144033	225760	103981	101876	186274	413626	83918	100691	163225	52157	38829	89384	70457	603	1255
TJ2:bin_000178	2490229	1932087	1533048	1639213	1709501	2425151	731145	1893798	1462225	2118987	2130829	1547689	1743589	1225090	2193762	1139406	2311851	1203856	1201769	2725723	1824097	1417396	470253	1916314	1145329	0	8046	0	3538	0	6377	2369	263850	7642	9599	7803	101623	185329	201751	8358	101445	16466	5543	30195	25754	619840	18545	12130	21966	88475	14562	160895	31924	40852	31164	41932	925417	15865	472320	1074884	427415	224275	317376	98063	446915	32221	237938	398853	40830	12985	152371	1541178	452199	7620	48093	313774	197854	397302	588638	384993	592438	145811	456918	300725	872288	151561	206512	75039	515781	124278	81016	236257	737287	45130	381214	34117	3872	539854	42625	157420	124089	209666	82918	294425	67314	90011	456286	11635	238645	83684	102493	311053	70248	850406	523211	72104	597540	434116	83708	119660	13850	104297	226380	32704	456761	1113388	274117	56279	159015	30652	52790	246894	248223	272310	37525	1009068	152648	461500	154910	272122	233136	161261	226869	213148	13075	350	0
TJ2:bin_000179	2009920	1980099	2004798	1906950	2010359	1931646	1998163	1969777	2004800	1979040	1248810	1951333	1456875	1965826	1993371	1813556	2027347	1998143	1992966	1946824	1949817	1960554	1091744	1961609	1868969	95	145200	0	12372	0	22058	17719	705421	7627	7618	9863	555411	535980	671128	21953	119227	19195	10656	22740	53474	402591	15162	72323	37947	34630	46494	254110	167745	14847	120570	57623	997419	37730	1132053	252240	296863	876832	235484	446836	629847	136511	505073	65112	67806	17301	362101	637859	348174	21684	19274	21597	365465	221464	302991	293081	359594	300559	650197	183942	751894	300079	628742	133379	1004957	776408	620095	565691	827316	52700	346859	104746	4630	571709	293333	20929	218189	273951	180938	659812	14087	256792	399843	63177	1011085	186311	109353	786248	69861	976555	632430	219433	285895	877394	92061	139088	110563	258454	513060	180961	556632	228838	559505	555263	346522	202278	250546	47995	273419	221614	48694	258217	270450	472680	435229	325484	296037	386235	452142	486417	25959	589	145
TJ2:bin_000183	1619213	1960677	2124399	1376038	1589161	1689931	2156762	1502776	1952786	1958122	1770436	2011638	1689009	1587078	2177520	1791518	1627339	1010463	1067935	1444943	2203301	1969413	1620800	1908549	2229907	0	203314	0	103414	168	428299	27846	161574	11256	41832	37256	61314	302890	105162	15126	301772	287136	590877	288365	173332	204162	33527	1567022	201219	720179	49733	603273	137917	403714	481768	814160	471188	565014	724643	1023081	754866	166540	427248	1031970	248115	503108	443268	480525	438711	94507	354697	284791	296639	319263	814651	514397	490047	153491	375093	885051	132552	161102	353053	132645	283801	361365	268141	248159	882325	57743	410147	212300	338418	231412	284386	441772	7905	196412	252064	393239	377849	116131	430071	284511	186932	176149	112586	32550	333214	223380	227870	370941	85192	292725	242523	372864	205470	146195	127211	340410	247608	103180	121419	312830	251956	265137	173298	112560	442613	309526	121281	368575	344215	277171	298190	295136	333997	250143	170497	151439	158089	79989	95390	186198	29930	962	0
TJ2:bin_000186	1081419	599059	329591	620838	742267	1330143	627892	951962	59880	397303	1235521	409835	606357	631806	1509906	469612	868921	179185	279689	531808	349735	108340	636517	674615	1229507	0	64422	0	216558	0	219427	71606	242982	5843	141655	98445	139513	194919	148382	105110	612977	242272	212079	382226	192442	150264	239748	401973	321761	176855	40801	168239	490636	546764	177536	284079	386740	497134	211931	500589	311796	730418	368581	368355	247658	339981	267846	264238	709804	346946	280446	205811	154167	53568	147464	530876	261002	342063	214867	613722	116679	361929	465972	230347	205415	454894	300256	295751	437284	261368	358538	220085	491750	403998	316094	112140	138769	253936	170651	271316	164082	258475	455461	338811	418593	128842	252923	239684	286898	47335	439505	279715	333131	314372	462714	703194	126846	254789	266801	393490	149889	116006	237399	119416	201753	227890	236002	240070	546392	298149	250623	273599	183418	313357	283353	282240	252503	502693	245117	201951	450926	175351	152635	453593	844371	600	4119
TJ2:bin_000187	2202540	2432522	2365511	2052982	2384387	2183907	2232449	2401616	2404835	2471709	1649281	1929073	1752661	2340310	2173028	2323730	2424377	2089345	2366753	2072812	2442247	2392548	739747	2129328	2403997	0	27469	0	2737	0	5214	2787	772905	4226	5222	3286	168253	493633	103503	6036	42553	49502	2852	93510	209282	697733	58879	273492	1097647	127550	3812	371677	1253417	68621	48495	158526	1657525	5326	1063434	975563	1162673	850475	165431	258451	1250364	325715	233964	366146	332201	10088	305635	1216248	255024	2884	77391	281883	655817	526804	304895	301500	304584	379443	1786454	478516	487558	345176	1532455	267286	1409774	415261	499379	927561	982987	197616	289826	302980	2477	441035	72893	290319	160757	222700	808905	679838	192616	298319	519951	4669	1112206	358634	485503	1079010	34547	708728	413792	639039	980964	523383	383191	139847	192228	655913	775735	328797	154452	382452	710349	209963	116845	193496	480889	854300	378414	689154	71642	2077543	644106	687956	481964	399349	310145	217164	817865	274918	275438	1246	0
TJ2:bin_000189	839378	154948	238189	67182	927896	465884	91456	111083	402019	680761	388996	686578	91886	185843	646484	63475	635857	859308	952258	619369	97953	123135	9823	383458	494940	0	31348	0	9485	0	4555	6264	144900	3594	5838	3202	100446	65804	42598	22350	57232	1411	2138	2362	5241	230731	4213	3769	133784	232073	9071	8959	9588	14247	3543	2076	30585	16786	29458	113437	26457	141235	287483	12812	104543	4684	53161	3282	40596	6210	35567	28239	63200	4761	3535	7258	15797	35493	71750	120270	64912	12989	45224	6974	164105	187059	38674	7829	45918	250593	22225	17328	274995	4087	85474	1398	9996	112545	3296	7309	10116	49809	20654	28627	4034	16779	141196	4427	14963	6727	11546	54310	593	124370	149484	19156	6566	165484	10434	11804	3660	10187	328139	21807	115159	68478	160467	106561	12440	18585	34165	4373	18631	8515	5584	4017	10393	10354	15479	5534	77007	87247	30007	21517	3217	0	118
TJ2:bin_000194	1772506	1279051	1433929	1786906	1528259	1899114	1551939	1304648	928496	1795339	1982636	827219	1774384	1011459	1656522	1644543	2067158	880083	1095023	1479284	1776188	1188015	1714849	1458422	949579	0	1771604	0	1725331	0	598683	504786	340836	61709	1450971	1623151	48630	486398	154590	192511	187507	206411	370364	78323	459736	230855	539477	840950	286992	233605	1194121	363806	922977	1052398	153874	507456	485719	896503	407519	394652	183455	458072	148931	720444	309457	248142	393766	146311	407368	469393	231060	286541	127761	1316597	326267	157975	238877	497102	188073	386231	200510	155886	519507	310107	286303	302043	489011	247755	581670	311923	296620	332287	312152	113998	423304	99846	120234	176445	295564	221962	161209	264055	214960	418189	372108	167193	257127	538158	637057	14864	189137	258595	162271	461125	435937	149022	256764	312532	257609	197612	470782	240334	210188	56256	183846	308425	237012	273958	261157	343593	63510	212677	360489	338787	204378	181030	173024	726285	249046	324383	286215	222942	92507	412826	403051	0	3942
TJ2:bin_000197	2055660	836567	1414626	663875	1931342	2028714	889178	1153544	2224651	838455	1838822	1632427	939923	1710950	2142312	660146	2129794	1110882	344834	1926493	575323	1200623	276383	950478	633378	0	4138	0	894	0	6355	1974	127251	5053	8576	18988	106557	141842	131284	87792	112868	8694	8532	8240	4792	56981	8570	14200	477949	486065	1234	125573	79307	7752	14134	30794	480429	7972	136409	641336	433241	488584	613743	155693	180893	116902	163571	97203	172477	7770	110351	253926	182585	1841	64048	28368	187932	200269	164737	191300	273442	39080	180964	79705	187170	106048	283903	43494	265237	143062	83544	106843	130622	168967	113981	9972	2326	152217	13200	45646	172786	143950	160138	151420	89853	73597	261386	2370	160810	31384	119993	310501	57552	551873	261787	292411	132111	369366	96186	69342	72087	139416	281314	179375	304930	215435	147817	253593	64757	83659	106632	80535	122199	51641	18439	125732	76591	103912	111474	103589	151823	109930	113799	78189	11345	295	0
TJ2:bin_000198	470135	20268	9427	9116	2442606	291866	16998	19999	90725	7505	114547	207492	74833	218334	1551029	7187	404747	451143	571837	1502208	5668	58099	3431	1192810	2507990	0	2285234	0	53283	0	2346	547983	71228	30391	18996	3524	138610	2052	262733	252597	206289	1854	2847	2108	3785	9435	516536	13333	53014	21636	1676480	266490	260855	40484	3456	2256	13403	54439	2770	11721	7497	162653	9599	2454	8973	3067	32730	2427	9444	83152	32322	4079	13492	19519	1950	6637	4358	13063	27059	21606	228302	2061	3978	18370	2310	8416	107812	4145	626455	258485	26608	5411	74373	1901	22549	2179	84347	69853	1443	7725	20401	163657	333387	17243	4612	6934	56570	8577	2032	1190	1779	2553	1257	411452	20584	2488	5469	8225	112640	45727	1416	18799	144617	426910	488155	85972	45855	33085	28413	3390	7517	3174	3019	14798	2497	5007	1765	4154	4148	28348	76029	45383	420581	82549	49661	0	300
TJ2:bin_000200	990050	34664	202052	66768	1938307	345694	194647	43971	711209	42444	399251	1232184	79504	950113	1912795	79293	42806	1969477	629700	1039839	9995	77647	11223	1264399	792881	0	98185	0	6926	0	150	1953	101211	138	1516	1776	47354	9448	92378	30778	677995	1840	629	456	1467	56258	20830	5557	84375	236933	5541	65857	27056	10410	23741	793	14068	8031	14110	81149	38904	24011	68490	3158	150761	6190	301436	3460	246027	4477	34339	3262	87669	18370	2376	61641	14282	43107	44859	72923	342220	2904	3774	5944	29293	125736	188838	4357	110216	21763	12979	10640	135055	5130	120983	8321	2532	110925	2729	18487	225270	117209	120895	53585	1323	20341	112910	1342	2284	5736	3434	7840	964	357817	45571	3072	1301	127332	17161	13562	702	82578	62363	179179	336415	76794	169235	145314	84528	11483	19364	3093	20799	8353	5496	2551	1366	7756	13752	25811	54632	88783	52532	187087	1484	300	0
TJ2:bin_000201	1542864	178587	81435	48969	2830149	301320	50011	43325	222971	45528	578135	870497	34130	290928	827659	34870	139565	1595706	659181	980491	23703	146115	13914	1390999	2279230	0	224159	0	102342	0	2080	16772	140357	531	28772	3133	804673	21871	149301	227362	232027	3551	5084	1406	9411	228426	160266	12317	876297	482833	62647	704685	104460	76337	12222	2785	16168	224667	15373	83691	8324	57710	57331	6215	96408	8048	52450	4111	80325	14645	187548	5603	150179	26017	1577	11248	27944	63049	214902	50396	276414	4419	12713	4758	21447	48168	107100	3518	600825	72103	28633	10761	115831	5410	91079	2179	19996	493275	2642	14180	264803	51207	219180	110388	7105	25588	59507	58854	5574	16775	2856	5616	1537	171059	59302	6975	5504	125683	13920	15846	2417	11066	633213	1426511	247845	72551	94073	64667	17241	4508	18264	3441	6092	16596	2340	7070	3952	14471	31084	16589	81643	36490	970444	111710	4654	0	0
TJ2:bin_000203	969538	407890	1477078	721207	443110	1668905	1149351	702448	120148	587598	311321	494657	1367421	885594	714624	349713	997026	106878	339543	1147890	626158	871780	1615400	1749576	433858	0	7837	0	87566	0	8115	4832	53095	2966	42283	76312	3161	14641	81570	568750	16506	25121	359417	65253	440929	108965	88989	20388	186015	707531	338556	83709	146549	9161	607956	154425	217671	36075	159002	117879	622090	4417	32035	44199	94586	175667	16010	794998	26433	15212	9701	44737	10246	19190	106606	210774	61923	30776	19128	50280	16445	38164	225312	23253	45056	13529	65914	13617	43741	4300	16753	52351	57502	6760	76471	77914	1831	71405	40172	75276	31982	8714	37088	15486	8889	23023	26743	23405	14787	23092	112367	25094	479716	149444	32525	188385	28242	56388	28431	39629	6230	10751	25882	6151	37396	46611	271943	10050	106151	33000	81547	15134	69413	92662	31349	51377	24756	29346	12775	22116	27530	19425	33748	137010	4490	0	959
TJ2:bin_000204	2086911	1340971	820396	1832209	1114166	1271780	761851	1259379	85727	1402538	2508488	584959	1626192	258956	2269971	2245434	2351988	731456	70142	2340023	2166453	1777704	661074	475153	212769	0	20451	0	1491	0	5586	3059	20965	903	3959	3417	5252	87181	9067	5606	6267	15619	4897	17947	43357	47019	4847	33016	7613	212367	4227	158562	301323	19198	69860	101246	59032	7875	94940	24493	104481	101101	144579	40588	298679	8722	127954	271536	137538	75079	7495	326744	36831	2954	180393	226664	567277	185559	139738	14037	52623	112394	79280	117478	48016	22465	245459	15096	41057	11500	19955	266323	15580	33824	27850	17404	4209	11991	34934	13163	9995	204510	19587	189135	17360	80145	175425	3669	197218	1100	146503	96685	21537	309944	205569	194310	261087	103911	227271	353771	58425	7125	9357	4335	65877	265830	48098	80200	76100	41230	13593	52269	192117	86734	74841	958261	119385	235923	144110	164859	70986	59995	4072	80161	57608	864	0
TJ2:bin_000205	2406174	1826819	75631	591202	350890	2631553	1504616	2528166	427543	197195	1023566	43696	41614	278570	2376090	2213873	150088	22053	21658	225247	1986357	1991199	98285	12928	132422	0	4403	0	793	0	2275	321	61217	2340	2298	1489	1525	17089	3235	1165	21433	44520	1398	2677	35608	133464	19847	3306	2190	2343	496	23687	17035	2515	56718	6500	1829870	2832	178857	22525	219969	46697	253217	32320	42089	38378	90392	13528	117850	1441	4731	1078258	76858	1764	8443	7576	105238	81920	39764	31560	152566	86292	231319	6530	104445	3995	112345	59965	896481	34583	6978	34425	7436	1553	146264	11283	762	109844	84475	183248	4463	284261	9807	131851	5789	336404	194892	110	444572	1635	447446	48773	215153	1418576	636750	11275	35953	763309	27121	79527	54790	93763	3824	2113	147437	150790	41588	45676	169848	4068	77636	109048	193417	638852	7047	1015774	716191	44078	21309	80191	366931	34973	1942	26554	4814	3871	0
TJ2:bin_000208	1789027	951149	1631523	1261404	2061961	2324313	2486797	1364149	1049279	2421154	1997967	2812518	1301203	2312871	2281481	1319152	2363151	2385245	2579996	2766987	2713982	1744226	738463	2303868	2125733	0	105065	0	74913	0	677620	39795	537536	24773	457682	643086	80634	299141	143695	187760	337091	50260	726984	20194	354424	116021	195682	91471	77016	184334	39000	133775	498181	565943	22945	219400	960657	429706	270011	187565	114671	277739	151623	88410	218975	99146	523988	30143	53875	923513	157671	611008	396032	445189	37076	22904	171794	278637	127983	116875	239873	87810	292886	178748	270038	69198	575768	132336	526150	192022	158881	163581	105412	28019	99908	12828	16694	69187	135517	30066	63246	272648	88554	501694	175060	174387	235699	228544	418641	54280	106281	595068	82487	419365	435201	35616	259924	573843	144844	294687	166343	169945	85023	35492	216105	280257	78783	353800	46009	182339	28061	52351	498587	449804	18381	174498	54646	151156	337997	261647	164721	240597	144441	81452	804878	0	1016
